	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
POU6F1_+_51611976.23-P1P2	2700	2942	8005	1166	5209	171	6473	664	4620	30
POU6F1_+_51612116.23-P1P2	6028	6527	8011	4808	13432	4203	4125	3370	14088	2493
POU6F1_-_51611949.23-P1P2	2329	2498	2581	640	1341	10	1317	294	937	15
POU6F1_-_51612002.23-P1P2	3790	4770	1314	5524	4494	2289	1012	4146	3214	2215
POU6F1_-_51612014.23-P1P2	6595	7867	4694	8581	6570	29115	2534	5610	5954	28734
PPARA_+_46546245.23-P1P2	5798	6183	5558	27605	6389	46535	5029	48766	2960	62386
PPARA_-_46546186.23-P1P2	4417	5151	6908	7068	5080	11845	7787	2611	3794	10937
PPARA_-_46546251.23-P1P2	5492	5692	10000	5360	14853	13421	13271	3314	12730	25603
PPARA_-_46546264.23-P1P2	1240	1214	591	548	2593	11739	431	251	1270	19553
PPARA_-_46546317.23-P1P2	3141	3535	7118	9193	12615	1409	3763	13608	12309	364
PPARG_+_12329063.23-P2	4369	4432	19624	1030	15305	3071	32007	541	17641	1681
PPARG_+_12329088.23-P2	4053	4693	3134	3028	2449	7689	830	1885	1333	5739
PPARG_+_12329231.23-P2	5447	5291	10543	11477	8311	4121	17585	13512	12044	1380
PPARG_+_12329269.23-P2	3863	4024	19623	4555	7255	15234	27365	3959	11950	22660
PPARG_+_12330384.23-P1	6496	7327	32346	35202	18828	22577	39181	34126	20783	32519
PPARG_-_12329205.23-P2	4425	5151	2951	16740	1448	2268	1227	18861	865	784
PPARG_-_12330324.23-P1	3148	4496	9706	6536	1355	8484	5627	5568	662	4331
PPARG_-_12330394.23-P1	6015	6426	4191	4706	7552	114	3681	6386	4680	32
PPARG_-_12330397.23-P1	3435	3744	6111	3441	1145	1733	4809	1403	723	1520
PPARG_-_12330449.23-P1	4988	5876	18082	38163	9295	102763	22193	81271	10584	142748
PPFIBP1_+_27676835.23-P1P2	2747	3228	2157	6214	1244	4617	626	3306	391	2336
PPFIBP1_+_27676963.23-P1P2	5361	6013	6061	3209	11881	1936	7123	4114	20265	1094
PPFIBP1_+_27676978.23-P1P2	5466	5586	2903	4957	8589	2088	1119	2498	14858	1393
PPFIBP1_-_27676983.23-P1P2	4295	4484	3558	9404	2193	5045	1414	15347	1412	2219
PPFIBP1_-_27677041.23-P1P2	7677	8910	7649	11208	11529	18862	8235	8458	10268	17159
PPFIBP2_+_7535098.23-P1P2	7906	8737	11531	1596	3587	1416	9659	442	2010	512
PPFIBP2_-_7534994.23-P1P2	5036	5810	4944	13600	3421	884	3648	16189	2205	374
PPFIBP2_-_7535022.23-P1P2	6540	6965	10333	4577	4525	10320	12228	3314	1850	3125
PPFIBP2_-_7535028.23-P1P2	2916	3973	2453	4084	4698	2607	2828	3788	8979	785
PPFIBP2_-_7535043.23-P1P2	4257	4302	5915	14729	9658	8292	4086	13461	4800	7095
PQBP1_+_48754987.23-P1P2	2381	2326	6484	829	1275	135	7096	263	421	16
PQBP1_+_48754994.23-P1P2	4414	4533	1764	5991	2444	28676	360	6248	1023	56055
PQBP1_+_48755066.23-P1P2	5578	5451	8670	9654	4566	2500	7543	13918	1796	1794
PQBP1_-_48754915.23-P1P2	6165	5875	11200	4185	9618	1098	12730	9966	7928	683
PQBP1_-_48755093.23-P1P2	3318	3311	2370	4774	850	3640	2262	4323	693	2112
PRDM15_+_43299638.23-P1P2	4400	4827	6543	2220	5746	675	8364	1502	3703	259
PRDM15_+_43299642.23-P1P2	5091	4995	10328	4254	16624	373	13785	3371	5417	52
PRDM15_+_43299692.23-P1P2	4291	4932	7636	6516	31078	17622	9608	9347	50623	13525
PRDM15_-_43299542.23-P1P2	5699	6054	7849	3914	4865	22408	6598	1363	4222	26992
PRDM15_-_43299655.23-P1P2	5624	6192	13646	3118	14996	1041	17917	1272	19054	683
PRDM1_+_106533926.23-P1P2	3674	3849	5813	5545	3899	1005	4722	5996	9031	227
PRDM1_-_106533956.23-P1P2	4734	5568	8283	14890	6221	4797	6767	9966	4560	1955
PRDM1_-_106534101.23-P1P2	6219	6815	17027	13039	76096	20086	19041	20021	174550	16433
PRDM1_-_106534123.23-P1P2	6644	7832	15161	42946	28767	135302	13216	93271	36313	240690
PRDM1_-_106534132.23-P1P2	4894	5739	3439	7465	7806	19415	2154	6881	7304	22893
PRDM2_+_14031147.23-ENST00000235372.7,ENST00000311066.5	3098	3217	5309	1227	3807	1230	1892	602	1780	824
PRDM2_+_14031287.23-ENST00000235372.7,ENST00000311066.5	3517	4357	4799	5675	2596	472	6396	3704	2177	39
PRDM2_-_14031119.23-ENST00000235372.7,ENST00000311066.5	4585	4906	7690	2859	8199	1252	9371	1565	5746	1077
PRDM2_-_14031208.23-ENST00000235372.7,ENST00000311066.5	3776	3870	7500	5585	4251	10382	8047	3270	4602	5438
PRDM2_-_14031220.23-ENST00000235372.7,ENST00000311066.5	281	462	143	315	1	15	34	13	1	2
PRDM4_+_108154956.23-P1P2	3491	3438	3695	2454	6186	1729	2188	555	4127	133
PRDM4_+_108155030.23-P1P2	4210	4412	2442	10555	3700	7049	2024	7117	2690	10934
PRDM4_+_108155093.23-P1P2	4667	4773	1853	1384	630	2385	506	181	492	1422
PRDM4_-_108155083.23-P1P2	3004	3469	1032	10365	2397	7789	286	20212	1189	4620
PRDM4_-_108155087.23-P1P2	3066	3671	1712	6460	1211	89	1852	14203	1449	24
PRDM5_+_121843940.23-P1P2	3781	4557	5335	6425	6958	15213	6255	4030	6290	7515
PRDM5_+_121843979.23-P1P2	5345	6277	4887	15120	6851	15655	2501	18428	3770	10754
PRDM5_+_121844056.23-P1P2	3424	4158	5120	3402	799	1199	7585	3663	637	374
PRDM5_+_121844161.23-P1P2	3490	3346	2878	1605	5123	4379	4013	367	5627	3783
PRDM5_-_121844177.23-P1P2	7197	7899	9729	21610	3727	6450	20873	25093	3349	4580
PREX1_+_47444680.23-P1P2	3069	3120	6046	7592	1157	5644	5274	6508	1264	5374
PREX1_+_47444738.23-P1P2	7191	8782	8728	11015	13236	7285	9201	12290	12244	7083
PREX1_+_47444770.23-P1P2	1736	1745	5832	390	2424	34	2697	123	942	5
PREX1_-_47444688.23-P1P2	5391	5815	5708	6371	834	2461	3396	5979	322	2602
PREX1_-_47444717.23-P1P2	5597	6433	4125	5243	1089	19304	3708	2213	168	24438
PRICKLE1_+_42983643.23-P1P2	5136	5460	8621	4317	5281	16569	11897	3333	2492	21062
PRICKLE1_+_42983671.23-P1P2	3477	4298	4043	2429	584	370	4308	802	226	39
PRICKLE1_+_42983692.23-P1P2	7241	7127	15213	1875	2622	8388	16324	308	2420	5221
PRICKLE1_-_42983686.23-P1P2	7313	7883	4098	11518	6186	5083	1268	7186	3489	3047
PRICKLE1_-_42983710.23-P1P2	2386	2800	282	4424	3077	96	42	818	1552	19
PRIMPOL_+_185570588.23-P1P2	3386	3227	3486	2168	1593	3077	2718	665	804	1683
PRIMPOL_+_185570698.23-P1P2	1393	1824	10773	756	5626	1162	14047	791	9611	118
PRIMPOL_+_185570711.23-P1P2	3925	4701	8169	4897	6804	971	5014	2107	4343	309
PRIMPOL_+_185570790.23-P1P2	2724	3282	1520	2841	2302	890	509	1240	1154	142
PRIMPOL_+_185570832.23-P1P2	2817	3350	1645	3046	1681	6132	1014	2688	850	2781
PRKRIP1_+_102004212.23-P2	6229	7809	6374	4380	2402	4369	5793	2419	966	2853
PRKRIP1_+_102036749.23-P1	2634	3500	1833	716	4514	947	2259	403	2362	948
PRKRIP1_-_102004096.23-P2	1947	1944	764	1985	2210	3148	65	2019	2351	1674
PRKRIP1_-_102004113.23-P2	3892	3815	3322	6355	14378	3447	2369	8444	9538	991
PRKRIP1_-_102004117.23-P2	1480	1213	3354	430	611	943	2308	80	155	424
PRKRIP1_-_102004229.23-P2	3731	4005	2722	1322	9091	664	2438	493	10281	377
PRKRIP1_-_102036528.23-P1	5009	5922	6736	3207	11758	4864	2205	1412	11600	2717
PRKRIP1_-_102036570.23-P1	2751	3733	10326	4633	4688	2386	13197	1837	2417	1130
PRKRIP1_-_102036580.23-P1	4362	4519	8959	1772	5646	2148	8209	927	7745	841
PRKRIP1_-_102036620.23-P1	2633	3375	1149	841	92	3796	330	1112	49	2618
PROX1_+_214161158.23-P1P2	3220	3879	5087	977	1209	370	4511	378	780	226
PROX1_+_214161184.23-P1P2	2665	2730	2136	1567	249	220	1269	2168	72	11
PROX1_+_214161187.23-P1P2	4701	6499	3114	5366	2106	3297	2289	2520	1383	1887
PROX1_+_214161205.23-P1P2	3092	3948	1020	8727	950	9561	661	8943	199	2127
PROX1_-_214161006.23-P1P2	1042	1114	131	818	2029	278	33	337	1098	200
PRPF18_+_13628890.23-P1P2	4037	4541	3003	2603	6303	4155	2820	1835	4163	1732
PRPF18_-_13628828.23-P1P2	1333	1280	1150	482	1284	321	514	79	896	20
PRPF18_-_13628839.23-P1P2	2109	2297	6730	809	3608	164	4045	360	2451	25
PRPF18_-_13628867.23-P1P2	3584	4263	1824	2158	266	867	514	1218	120	432
PRPF18_-_13628889.23-P1P2	4343	4501	2658	2737	1725	993	4210	1179	4033	466
PRPF38A_+_52870132.23-P1P2	3270	3551	2276	763	2881	1029	1245	137	4393	904
PRPF38A_+_52870139.23-P1P2	2865	3450	3999	2602	2373	15342	2691	1229	1657	8634
PRPF38A_+_52870144.23-P1P2	2555	2912	1014	2936	8161	7959	611	1866	6933	4572
PRPF38A_+_52870188.23-P1P2	11136	12386	12889	17978	9726	5452	12470	31542	6517	2924
PRPF38A_-_52870197.23-P1P2	11029	11419	6313	12429	15613	37815	2159	20685	17772	48159
PRPF38B_+_109234586.23-P1P2	7198	8341	11428	13170	5386	4814	14466	12776	6304	3447
PRPF38B_+_109234853.23-P1P2	3185	3280	3026	1753	2240	124	1211	596	685	43
PRPF38B_-_109234827.23-P1P2	3254	3103	4772	841	6513	2118	3171	314	4356	960
PRPF38B_-_109234836.23-P1P2	5783	6521	9449	3956	119165	1519	13939	2143	478711	587
PRPF38B_-_109234842.23-P1P2	1591	1657	4483	177	6011	24	2857	11	5440	11
PRPF39_+_45553137.23-P1P2	14621	15261	14159	25265	19881	9456	10156	23791	16808	15226
PRPF39_-_45553094.23-P1P2	4404	5934	3469	2125	17103	3667	2362	553	22604	4020
PRPF39_-_45553187.23-P1P2	591	578	581	23	1368	31	413	3	503	1
PRPF39_-_45553190.23-P1P2	6951	7971	8779	12749	9292	13080	10947	20905	5713	22570
PRPF39_-_45553247.23-P1P2	2699	3111	1503	300	2849	2216	682	85	3017	1177
PRPF40A_+_153574081.23-P1P2	5598	5959	8637	6961	2679	2575	8560	3953	1392	874
PRPF40A_+_153574117.23-P1P2	4175	4914	5671	3308	1481	185	5393	1416	1717	20
PRPF40A_-_153574038.23-P1P2	3372	3847	4529	1252	6991	2408	10590	293	7310	363
PRPF40A_-_153574046.23-P1P2	3722	3997	5186	2086	27465	501	3915	1264	47625	1186
PRPF40A_-_153574150.23-P1P2	4797	5021	13867	5452	6519	4917	13845	2456	13924	4214
PRPF40B_+_50017209.23-P1P2	2418	2638	945	9764	3155	7644	131	7941	2317	5221
PRPF40B_+_50017214.23-P1P2	3413	3682	3819	2515	1691	1230	1624	2357	1567	842
PRPF40B_-_50017102.23-P1P2	8028	8457	3956	9933	11560	6613	1827	7551	9606	6306
PRPF40B_-_50017212.23-P1P2	4739	5537	2022	3541	2735	3410	2736	2731	746	1255
PRPF40B_-_50017217.23-P1P2	2596	2780	4210	2691	5431	189	2649	1528	5616	95
PRPF6_+_62612303.23-P1P2	2693	3197	2221	1513	911	199	992	509	167	58
PRPF6_+_62612317.23-P1P2	5251	5603	3358	1040	2840	920	1634	291	1181	567
PRPF6_+_62612338.23-P1P2	4226	4012	15631	2383	456	1394	44844	764	164	259
PRPF6_+_62612349.23-P1P2	2869	3074	763	1160	905	4041	210	267	574	5654
PRPF6_+_62612393.23-P1P2	4874	5188	27188	2601	9083	1444	25290	1482	5520	293
PRR12_+_50094309.23-P1P2	5569	6279	14677	4128	15263	1957	19721	3245	16653	1423
PRR12_+_50094314.23-P1P2	6476	6890	12943	3949	27321	2068	18071	2442	33148	2364
PRR12_-_50094113.23-P1P2	4535	4026	8681	3007	667	24991	7252	4036	350	60370
PRR12_-_50094163.23-P1P2	4569	5895	11569	7326	31590	32479	12382	13905	26198	71323
PRR12_-_50094281.23-P1P2	5224	5131	11134	30930	1809	16606	10763	48722	1301	34560
PRR3_+_30524575.23-P1P2	2391	3106	2424	1257	1445	3116	1508	381	1407	1693
PRR3_+_30525016.23-P1P2	3583	3631	8864	5169	21421	4310	10094	4707	38707	2168
PRR3_-_30524432.23-P1P2	3890	4552	3875	998	5245	353	3911	651	3413	103
PRR3_-_30524691.23-P1P2	2637	2700	5309	3613	9369	1366	9234	2626	22131	1595
PRR3_-_30524945.23-P1P2	5733	7054	9624	2894	5620	2819	11466	1677	3977	2206
PRRX2_+_132427641.23-P1P2	2493	2610	1911	8264	2198	3560	1508	4889	2458	2549
PRRX2_-_132427596.23-P1P2	3616	4668	5432	1643	11699	4830	4552	980	21762	2555
PRRX2_-_132427782.23-P1P2	3981	4083	2505	289	2630	1719	1898	58	2155	2814
PRRX2_-_132427918.23-P1P2	2475	2685	1115	2482	1969	476	613	2572	368	1124
PRRX2_-_132427938.23-P1P2	5145	6332	6765	2501	11075	4022	4855	590	17282	1115
PTBP2_+_97187208.23-P1P2	4941	5529	4266	14032	1814	7372	3411	16208	559	8503
PTBP2_-_97187034.23-P1P2	4197	4080	1842	5550	4507	2680	769	4651	5273	1357
PTBP2_-_97187109.23-P1P2	3622	3790	1767	2852	8078	967	639	2524	4743	398
PTBP2_-_97187137.23-P1P2	5099	6577	2595	8023	2820	5782	1412	4123	1553	2808
PTBP2_-_97187176.23-P1P2	2743	2678	1259	3767	894	434	363	2030	478	44
PTBP3_+_115096025.23-P1P2	3762	3710	2694	2453	2798	891	1290	1242	3385	752
PTBP3_+_115096043.23-P1P2	2267	2580	831	607	505	2965	135	752	358	263
PTBP3_+_115096157.23-P1P2	3399	4529	946	624	2197	1631	797	223	278	296
PTBP3_+_115096160.23-P1P2	2488	2682	778	495	616	513	455	107	73	262
PTBP3_-_115096071.23-P1P2	5081	6134	8549	5593	10571	695	9184	2368	22365	580
PTOV1_+_50354200.23-P1P2	3734	4299	1402	6507	127	2627	840	15326	54	4128
PTOV1_+_50354204.23-P1P2	5423	5349	3922	3338	5012	959	1893	4023	5840	81
PTOV1_+_50354264.23-P1P2	4556	5110	4738	3038	542	643	4653	1527	323	225
PTOV1_+_50354276.23-P1P2	4621	5486	1194	4344	1088	3461	889	3335	598	2897
PTOV1_+_50354345.23-P1P2	2585	2934	739	3039	4210	1497	299	1311	2881	977
PTRHD1_+_25016402.23-P1P2	5006	5177	5046	4151	2517	446	2854	3613	1482	102
PTRHD1_-_25016322.23-P1P2	6571	7373	6323	14380	9916	9766	5381	26676	8718	10651
PTRHD1_-_25016327.23-P1P2	7865	8621	9928	3295	5899	6740	8047	1723	6119	3560
PTRHD1_-_25016383.23-P1P2	3563	3544	4293	4988	3787	1104	3575	3999	3567	1391
PTRHD1_-_25016411.23-P1P2	3924	4287	2053	1881	1169	13	1132	1197	815	6
PUF60_-_144911596.23-P1P2	2433	3249	4231	262	2011	4023	3455	101	2352	4214
PUF60_-_144911624.23-P1P2	3654	3509	7168	1179	4991	7025	4958	996	4085	2739
PUF60_-_144911636.23-P1P2	1931	2612	558	2942	1228	136	387	1263	595	199
PUF60_-_144911689.23-P1P2	6451	6484	8145	3887	11387	4311	6680	2018	9746	1389
PUF60_-_144911715.23-P1P2	4095	4360	1296	3931	3095	3740	721	1462	2909	3566
PUM1_+_31538841.23-P1P2	4611	5387	4123	5356	1989	8592	6534	2004	997	5367
PUM1_-_31538689.23-P1P2	3122	3288	2597	968	111	215	2121	1314	27	48
PUM1_-_31538716.23-P1P2	2859	3644	1630	3255	2918	2855	960	4541	1240	1136
PUM1_-_31538793.23-P1P2	3955	4168	3619	992	1452	998	3472	96	840	716
PUM1_-_31538844.23-P1P2	3232	2959	4629	907	1816	487	3972	281	577	350
PUS7L_+_44152585.23-P1P2	3554	4202	1417	3427	1047	1438	389	1363	891	86
PUS7L_+_44152698.23-P1P2	6830	8022	7946	8266	7563	5160	5187	5478	4595	3116
PUS7L_-_44152626.23-P1P2	3278	3250	1688	3199	2193	2425	615	2685	2739	915
PUS7L_-_44152716.23-P1P2	3547	4185	5351	5117	8753	3198	4963	3644	6754	2271
PUS7L_-_44152726.23-P1P2	4076	5293	12571	1407	8470	9297	17986	793	13187	5313
PUSL1_+_1243736.23-P1P2	3630	4116	4428	3229	3263	1218	2318	1998	2167	503
PUSL1_+_1243756.23-P1P2	4158	4486	8380	12629	4446	8828	8039	9599	3025	5004
PUSL1_+_1243862.23-P1P2	2276	3200	790	544	917	5	316	236	258	5
PUSL1_+_1243879.23-P1P2	3117	3421	3916	3716	742	11648	5152	6805	1198	24547
PUSL1_-_1243763.23-P1P2	2898	2716	2528	1291	360	2966	733	1227	150	2026
PWP1_+_108079428.23-P1P2	6970	7687	10706	8661	11436	10435	10927	9191	7677	12842
PWP1_+_108079434.23-P1P2	3448	3655	3221	2293	5598	3411	1592	1842	5787	1864
PWP1_+_108079438.23-P1P2	4622	5001	2065	1553	837	15	1534	322	365	8
PWP1_+_108079486.23-P1P2	4373	4154	7771	3453	11285	3765	6579	3364	12982	2066
PWP1_+_108079539.23-P1P2	5939	6189	6015	10268	8701	7667	5563	9145	8855	5386
QARS_+_49142259.23-P1P2	5706	6199	4773	2537	10289	414	3527	1360	10509	189
QARS_+_49142367.23-P1P2	4447	4691	8470	1212	3955	4961	10858	85	7223	5752
QARS_-_49142267.23-P1P2	2366	2607	514	4800	2369	33	77	8790	1343	13
QARS_-_49142278.23-P1P2	6174	5243	8359	6188	9202	4128	5362	3190	3950	3277
QARS_-_49142355.23-P1P2	3985	4618	4331	4297	5653	475	3119	4139	5956	154
QRICH1_+_49131545.23-P1P2	5267	5808	5343	7646	3199	5933	6280	3234	3301	3835
QRICH1_+_49131642.23-P1P2	6585	7121	7643	8654	12476	11584	5835	7960	10478	12458
QRICH1_-_49131639.23-P1P2	3710	3510	5964	4444	8376	3928	7454	4791	4742	4080
QRICH1_-_49131647.23-P1P2	7694	7832	9310	4315	5723	7458	8832	1542	3154	4181
QRICH1_-_49131733.23-P1P2	4777	4908	15470	2500	30601	4610	20212	883	35216	2019
RAD23A_+_13056524.23-P1P2	4455	5231	2517	5192	7351	7010	1041	3413	7059	4657
RAD23A_+_13056528.23-P1P2	2495	2759	2317	1296	3291	73	1482	1627	1831	10
RAD23A_+_13056596.23-P1P2	9928	9522	7622	3630	12198	2242	6800	2505	13283	4516
RAD23A_-_13056494.23-P1P2	5613	6319	6972	7579	2647	767	2949	4826	2989	284
RAD23A_-_13056595.23-P1P2	3538	3361	1317	1678	2311	2532	303	1572	1028	1009
RAD23B_+_110045207.23-P1P2	5588	5330	2465	5873	4777	4688	948	3390	3115	1926
RAD23B_+_110045346.23-P1P2	2100	2396	1269	849	1108	149	341	1106	535	8
RAD23B_+_110045398.23-P1P2	4627	5608	4861	3487	5302	3009	2879	3686	6996	1750
RAD23B_-_110045352.23-P1P2	4864	5168	2705	2589	2308	430	737	2328	1876	114
RAD23B_-_110045390.23-P1P2	4819	5482	9407	5831	3321	1738	7691	7942	2861	2824
RAD50_+_131892513.23-P1P2	2402	2814	4476	15330	1810	2991	2597	16088	1238	3303
RAD50_+_131892549.23-P1P2	4179	5112	2784	5808	4820	2345	1954	4296	6261	718
RAD50_+_131892554.23-P1P2	3448	3881	1529	6533	7773	7260	863	4031	20767	5049
RAD50_+_131892665.23-P1P2	6504	6727	6505	5871	7437	22497	3490	9732	4414	30124
RAD50_-_131892640.23-P1P2	4047	5052	743	625	4583	341	116	245	1563	208
RAD54L2_+_51575411.23-ENST00000409535.2	2042	2151	3260	2879	1663	315	2403	8811	595	282
RAD54L2_+_51575430.23-ENST00000409535.2	6349	7414	15511	8630	7047	10676	14730	8226	13964	8776
RAD54L2_+_51575442.23-ENST00000409535.2	2484	2593	3363	1742	1592	7858	2424	1088	614	6738
RAD54L2_-_51575386.23-ENST00000409535.2	6111	7008	7153	5269	7595	11983	6552	6195	5030	9548
RAD54L2_-_51575448.23-ENST00000409535.2	4530	4359	2959	4512	233	3780	1432	4145	55	5607
RALY_+_32581382.23-P1P2	2712	2807	2533	3563	2217	9506	1230	1507	1355	6356
RALY_+_32581441.23-P1P2	3392	3607	3584	2098	346	2839	4413	2706	164	2578
RALY_+_32581491.23-P1P2	5236	4801	3714	2775	8682	10118	2131	640	4455	16274
RALY_+_32581663.23-P1P2	5203	5785	9508	2938	1831	800	8307	2187	369	454
RALY_-_32581584.23-P1P2	3737	4192	1243	324	1007	171	352	23	926	38
RAPGEF3_+_48152851.23-P1P2	2519	2281	6666	2280	1206	9945	6007	781	512	4137
RAPGEF3_-_48152655.23-P1P2	4888	4724	6881	6982	9354	6556	3771	15244	7193	8067
RAPGEF3_-_48152771.23-P1P2	4059	4184	5645	3457	4283	4741	4961	3559	1619	6110
RAPGEF3_-_48152781.23-P1P2	3618	3588	1798	4859	878	27004	1773	4010	865	30611
RAPGEF3_-_48152879.23-P1P2	3778	4737	11071	9210	7913	7973	11741	6620	38875	4651
RAPGEF5_+_22396880.23-ENST00000344041.6	4656	4721	10152	6079	2730	13823	9090	6126	1088	20300
RAPGEF5_+_22396914.23-ENST00000344041.6	3103	3037	4507	455	2786	249	6267	16	1405	135
RAPGEF5_+_22396947.23-ENST00000344041.6	3789	3776	6578	988	849	1313	3816	314	1316	1067
RAPGEF5_+_22396950.23-ENST00000344041.6	4680	4919	5209	6004	2808	15741	3298	4214	3070	27778
RAPGEF5_-_22396979.23-ENST00000344041.6	2173	2346	3031	3637	2017	7654	2270	2110	1556	5114
RAPGEF6_+_130970983.23-P1P2	4094	4426	5277	4732	7139	1761	6153	3771	7730	506
RAPGEF6_+_130971082.23-P1P2	9268	9448	10735	38204	10219	20666	6446	71809	6635	12720
RAPGEF6_-_130970989.23-P1P2	1468	2058	3440	2848	1299	23	4254	3024	423	13
RAPGEF6_-_130971098.23-P1P2	5365	5539	7968	1943	1732	680	4314	1498	993	14
RAPGEF6_-_130971139.23-P1P2	10600	11089	8259	13368	8305	3672	6340	11460	7534	5385
RARA_+_38474337.23-P1	3224	3480	9830	6106	1281	508	16262	8247	334	40
RARA_+_38474355.23-P1	3482	4160	14856	2421	2907	145	22309	1437	3190	43
RARA_+_38474393.23-P1	4049	3902	7352	3354	9179	667	9712	4736	10440	125
RARA_+_38474407.23-P1	5324	5338	6564	8279	3894	41595	6785	11916	3334	87318
RARA_+_38474464.23-P1	5213	5078	11895	19014	3967	17433	10589	13717	2229	7164
RARA_-_38498329.23-P2	3280	3982	1844	7914	478	1939	888	5546	142	922
RARA_-_38498363.23-P2	2569	2999	2063	1703	322	973	1187	1304	108	590
RARA_-_38498514.23-P2	7366	9482	7177	7472	7870	9382	5320	5500	4551	4452
RARA_-_38498544.23-P2	2918	3989	2460	1355	564	10146	1674	614	434	6816
RARA_-_38498549.23-P2	8512	9940	11279	7861	3908	3208	9293	11030	3233	2108
RASSF7_+_560785.23-P1P2	5244	6182	2198	4200	3169	2088	844	2636	2064	1199
RASSF7_+_560901.23-P1P2	8300	8294	13516	29379	9912	19012	18745	39885	13550	12809
RASSF7_-_560839.23-P1P2	3067	3423	4793	3185	23475	1083	7715	2784	39428	762
RASSF7_-_560842.23-P1P2	4020	3945	5640	3667	2174	6272	6865	2917	411	5399
RASSF7_-_560855.23-P1P2	2845	2642	6769	3596	3730	297	8353	1577	2429	51
RAVER1_+_10439952.23-P2	6236	8171	4273	5406	4551	2202	3445	4814	2437	952
RAVER1_+_10444292.23-P1	2399	3130	2487	6923	674	12296	1811	7230	323	8388
RAVER1_+_10444369.23-P1	5266	5927	8012	6677	12531	11517	7792	8150	14443	12493
RAVER1_-_10439792.23-P2	4930	5342	3986	7346	16286	9968	3293	9595	29542	11332
RAVER1_-_10439796.23-P2	4425	5712	8716	7547	3097	2773	13612	8469	3839	1541
RAVER1_-_10439831.23-P2	5159	5104	5326	1776	3175	2367	4301	501	2368	2983
RAVER1_-_10439965.23-P2	3369	3930	4265	2217	2566	3073	2045	2617	2785	1856
RAVER1_-_10444240.23-P1	3108	3955	1414	821	530	5138	384	292	785	5550
RAVER1_-_10444249.23-P1	2364	3006	4919	943	1368	2604	14571	1061	1122	1180
RAVER1_-_10444265.23-P1	3206	4397	3390	9593	334	14008	2117	14538	117	8322
RAVER2_+_65210618.23-P1P2	4333	5362	4540	3010	16374	5139	4288	1143	26805	3670
RAVER2_-_65210522.23-P1P2	7083	7686	4991	2614	2450	802	3073	453	592	552
RAVER2_-_65210570.23-P1P2	1914	1742	369	16	112	80	28	2	59	33
RAVER2_-_65210629.23-P1P2	3226	3473	1366	918	1932	4227	267	217	897	2787
RAVER2_-_65210637.23-P1P2	4554	5114	3407	4604	872	918	2314	2240	138	412
RB1_+_48877587.23-P1P2	5759	6302	5838	2380	5994	12428	6883	366	7312	9047
RB1_+_48877638.23-P1P2	2862	2634	1712	7659	3214	4137	388	12386	1588	9032
RB1_+_48877791.23-P1P2	2819	3997	882	893	3340	819	620	188	1288	182
RB1_+_48877799.23-P1P2	5136	5074	6417	4458	6411	6678	4686	3745	2766	6181
RB1_-_48877870.23-P1P2	6896	7502	4485	18833	5000	26469	2889	22164	3347	24542
RBAK_+_5085202.23-P1	6554	7105	4292	13621	3180	13447	2633	13397	3255	14592
RBAK_+_5085277.23-P1	3298	3403	1503	6201	669	14304	806	6609	254	6725
RBAK_+_5085408.23-P1	4879	6189	4713	10236	5568	16365	5311	9121	2757	10118
RBAK_-_5085266.23-P1	4445	4616	3980	2834	1536	1819	2702	3738	258	256
RBAK_-_5085406.23-P1	5606	5411	1602	2780	1320	1817	1004	1260	591	1853
RBAK_-_5111632.23-P2	5507	6224	7850	4254	10663	3669	3785	3431	12297	7682
RBAK_-_5111649.23-P2	2993	3542	6778	4410	9280	3009	5721	2981	13225	2175
RBAK_-_5111685.23-P2	5463	6494	3849	2665	6361	18569	2021	741	9811	31968
RBAK_-_5111709.23-P2	3359	3936	2598	1206	637	1093	2014	208	499	401
RBAK_-_5111743.23-P2	3333	3652	7206	1076	1678	879	6847	356	789	104
RBBP5_+_205091127.23-P1P2	5212	5863	4691	3231	6839	2288	3962	794	4355	932
RBBP5_+_205091158.23-P1P2	2673	2250	7806	255	3451	255	8794	115	2900	44
RBBP5_+_205091366.23-P1P2	4059	5067	11684	15322	1981	44339	18728	27551	1227	60193
RBBP5_-_205091472.23-P1P2	3749	3908	2491	8057	1167	10388	579	5871	710	14733
RBBP5_-_205091495.23-P1P2	5824	5371	3849	3640	11846	793	4422	1097	6058	355
RBFOX2_+_36236520.23-P2	5287	5273	7989	8530	1202	3932	8390	11492	447	2221
RBFOX2_+_36236621.23-P2	2578	2608	1667	1123	694	18	966	480	315	4
RBFOX2_-_36236620.23-P2	1537	1615	1350	366	79	90	2271	74	31	292
RBFOX2_-_36236628.23-P2	4721	6187	2527	11331	3889	4746	1192	8034	5729	2998
RBFOX2_-_36236743.23-P2	5180	5151	3538	3368	2462	2407	4178	1152	2026	910
RBFOX2_-_36424980.23-P1	3935	4764	3056	1484	656	2282	3223	353	240	1058
RBFOX2_-_36424985.23-P1	3272	3811	4084	635	928	673	5360	55	627	247
RBFOX2_-_36424990.23-P1	2067	2790	1364	5032	504	235	1505	5391	126	66
RBFOX2_-_36425160.23-P1	3998	3016	1793	1297	1779	523	1068	299	934	204
