	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg
gene																																																			
pseudo_1047	pseudo_transcript_0	0.3764586157190858	-0.26352817502030274	10.0	10.0	pseudo_transcript_0	0.016457949450080823	-0.1672405641039747	10.0	10.0	pseudo_transcript_0	0.053047876847006695	-0.18981256624771362	0.35169999999999996	0.34113536387931664	10.0	10.0	pseudo_transcript_0	0.3420135550594323	-0.19366155317662104	10.0	10.0	pseudo_transcript_0	0.09860583782688635	-0.19101541874490804	10.0	10.0	pseudo_transcript_0	0.07766463263633037	-0.2041260103061082	0.1575566666666667	0.3396665468392187	10.0	10.0	pseudo_transcript_0	0.4122502693582474	-0.2451163393784621	10.0	10.0	pseudo_transcript_0	0.0075874145278087175	-0.2250330014819585	10.0	10.0	pseudo_transcript_0	0.06452010769128319	-0.20319242210249247	0.04366666666666674	0.34260824130333	10.0	10.0
pseudo_1048	pseudo_transcript_0	0.29101122887502784	0.02427768263203645	10.0	10.0	pseudo_transcript_0	0.6255940435202358	0.07968536984455739	10.0	10.0	pseudo_transcript_0	0.24065313087106277	0.05105810545292421	-0.0821	0.23301660350291442	10.0	10.0	pseudo_transcript_0	0.6935671757023459	-0.047916438849745925	10.0	10.0	pseudo_transcript_0	0.7473677074017401	-0.05381211415448928	10.0	10.0	pseudo_transcript_0	0.8834449092921278	-0.0364853956765166	0.24638333333333326	0.23301660350291442	10.0	10.0	pseudo_transcript_0	0.7394601851330104	0.01246485181535506	10.0	10.0	pseudo_transcript_0	0.4534411471649963	-0.07013389977967101	10.0	10.0	pseudo_transcript_0	0.7908998853208804	-0.04479159489194331	1.0898166666666667	0.23301660350291442	10.0	10.0
pseudo_1049	pseudo_transcript_0	0.995066492321378	0.03754280180146847	9.0	9.0	pseudo_transcript_0	0.5071568656681065	-0.05340390604418784	9.0	9.0	pseudo_transcript_0	0.8488028387881055	-0.07497113066681221	0.0028366666666666727	0.42305961513961565	9.0	9.0	pseudo_transcript_0	0.7823187996730188	0.024669655206238473	9.0	9.0	pseudo_transcript_0	0.7551622638805924	0.09495100982407591	10.0	10.0	pseudo_transcript_0	0.8156673324712189	-0.04735095639554885	0.3934066666666667	0.42305961513961565	9.0	9.0	pseudo_transcript_0	0.7158020284950461	-0.12698495453205308	9.0	9.0	pseudo_transcript_0	0.6509355810375201	0.04800350465557124	10.0	10.0	pseudo_transcript_0	0.63385683266315	-0.027984663835750045	0.03381999999999996	0.42305961513961565	9.0	9.0
pseudo_105	pseudo_transcript_0	0.4695366088132047	-0.05686889475460375	10.0	10.0	pseudo_transcript_0	0.8862274380528707	-0.23287496872821536	10.0	10.0	pseudo_transcript_0	0.41182409421877175	-0.16338545907256904	0.46135333333333334	0.3729160992349104	10.0	10.0	pseudo_transcript_0	0.15868265667806825	-0.14705485400227816	10.0	10.0	pseudo_transcript_0	0.8206368948569576	-0.06872918188012109	10.0	10.0	pseudo_transcript_0	0.2465248755242645	-0.09166081665987569	0.6560533333333333	0.3729160992349104	10.0	10.0	pseudo_transcript_0	0.16761769793591785	-0.2518112554920961	10.0	10.0	pseudo_transcript_0	0.3188180586152024	-0.16297579087206232	10.0	10.0	pseudo_transcript_0	0.04728490868197186	-0.16376508330503112	0.9750366666666667	0.37213872778893253	10.0	10.0
pseudo_1050	pseudo_transcript_0	0.3868255960052236	0.11335867499834162	10.0	10.0	pseudo_transcript_0	0.18488291793319633	-0.04716506294494228	10.0	10.0	pseudo_transcript_0	0.9350010024861287	-0.007627988644436513	0.44159333333333334	0.5211169937271659	10.0	10.0	pseudo_transcript_0	0.2720255461831683	0.10244042948061505	10.0	10.0	pseudo_transcript_0	0.28969639051850193	-0.05260137182912796	10.0	10.0	pseudo_transcript_0	0.9359982874385075	0.04640372673954508	0.6453833333333333	0.5211169937271659	10.0	10.0	pseudo_transcript_0	0.7960213372819231	-0.06631609689784397	10.0	10.0	pseudo_transcript_0	0.3809034197749622	-0.013203380415636276	10.0	10.0	pseudo_transcript_0	0.696599353565755	0.023232768220711297	0.98536	0.5211169937271659	10.0	10.0
pseudo_1051	pseudo_transcript_0	0.25208388540621485	-0.04789660157689684	10.0	10.0	pseudo_transcript_0	0.3710918835679409	-0.0763982275793077	10.0	10.0	pseudo_transcript_0	0.6168302449084628	-0.11462447974065788	0.28284	0.2739443558782019	10.0	10.0	pseudo_transcript_0	0.09652825894805214	-0.035480403707277515	10.0	10.0	pseudo_transcript_0	0.8544645130102214	0.16482825320448277	9.0	9.0	pseudo_transcript_0	0.14575898759790532	0.12833714890958145	0.30957333333333337	0.27330893418618596	9.0	9.0	pseudo_transcript_0	0.1397793866642634	0.09852564294152433	9.0	9.0	pseudo_transcript_0	0.8905738378937331	-0.0728650417802279	10.0	10.0	pseudo_transcript_0	0.23870528460502394	0.029615494595476622	-0.16204333333333332	0.24812147794152473	9.0	9.0
pseudo_1052	pseudo_transcript_0	0.5791008103637311	-0.26842041532497773	10.0	10.0	pseudo_transcript_0	0.7290980038257571	-0.06404376849950327	10.0	10.0	pseudo_transcript_0	0.3123770126963791	-0.1327779272710541	0.38116	0.6799548760663259	10.0	10.0	pseudo_transcript_0	0.33755917430961013	-0.12707331206537997	10.0	10.0	pseudo_transcript_0	0.7473677074017401	-0.024448446038433196	10.0	10.0	pseudo_transcript_0	0.672930150884445	-0.02604745499727648	0.16396999999999998	0.6810177557624386	10.0	10.0	pseudo_transcript_0	0.939187808169252	-0.07201841185675782	10.0	10.0	pseudo_transcript_0	0.6917002602514373	-0.009025832513059098	10.0	10.0	pseudo_transcript_0	0.9224936414240111	-0.011782258191623318	0.79354	0.6788926319525337	10.0	10.0
pseudo_1053	pseudo_transcript_0	0.6312578220639324	-0.0830255119875257	10.0	10.0	pseudo_transcript_0	0.7318565692228741	0.01997310216820745	10.0	10.0	pseudo_transcript_0	0.9572260292086564	-0.05600509273718474	0.40487333333333336	0.7701529844354862	10.0	10.0	pseudo_transcript_0	0.8492786858623458	-0.21134482325061446	10.0	10.0	pseudo_transcript_0	0.3390398077630591	-0.043737743716521706	10.0	10.0	pseudo_transcript_0	0.6783154383772914	-0.15163226331582905	0.5626333333333333	0.7690446301749463	10.0	10.0	pseudo_transcript_0	0.6036064184888663	-0.1537932165631445	10.0	10.0	pseudo_transcript_0	0.2477615549870893	-0.16930627542168322	10.0	10.0	pseudo_transcript_0	0.4411960378904701	-0.13821741960953857	0.5543466666666667	0.7734808566241547	10.0	10.0
pseudo_1054	pseudo_transcript_0	0.7986767071901102	0.04122638807456875	9.0	9.0	pseudo_transcript_0	0.751589880777024	0.01500626843711235	9.0	9.0	pseudo_transcript_0	0.6789901007039956	-0.0352227432800339	0.22318000000000002	0.74917697931644	9.0	9.0	pseudo_transcript_0	0.6982035299946521	-0.04369187522196643	9.0	9.0	pseudo_transcript_0	0.6165522314450349	-0.07908870551612074	9.0	9.0	pseudo_transcript_0	0.9306461591372888	0.017460823242396128	0.6038033333333334	0.7469794323118103	9.0	9.0	pseudo_transcript_0	0.3420957212979545	-0.12855801268154046	9.0	9.0	pseudo_transcript_0	0.7877134349939059	-0.052458997501449674	9.0	9.0	pseudo_transcript_0	0.6484352399614405	-0.10253583901452785	1.39121	0.7524771168394838	9.0	9.0
pseudo_1055	pseudo_transcript_0	0.697205813519758	-0.07495531892079726	10.0	10.0	pseudo_transcript_0	0.09219422900169276	0.18743124382523438	10.0	10.0	pseudo_transcript_0	0.14840056061194412	0.05934246202115046	-0.1590933333333333	0.5164194740525081	10.0	10.0	pseudo_transcript_0	0.6049556724743276	0.03821254913332534	10.0	10.0	pseudo_transcript_0	0.4302456887586069	-0.032242735438311694	10.0	10.0	pseudo_transcript_0	0.4097299199866703	0.04585242047282723	0.5682900000000001	0.5154826111650987	10.0	10.0	pseudo_transcript_0	0.0468933515155202	0.13537401405354113	10.0	10.0	pseudo_transcript_0	0.04498282289447098	0.10808447200493963	10.0	10.0	pseudo_transcript_0	0.010920984555186992	0.11665882370336696	0.8538199999999999	0.5182958443191972	10.0	10.0
pseudo_1056	pseudo_transcript_0	0.23032323343040328	0.18026007811218178	10.0	10.0	pseudo_transcript_0	0.9036377903612439	0.04040729850058037	10.0	10.0	pseudo_transcript_0	0.2550832969404443	0.14755221662957796	0.11452333333333338	0.7196887940382543	10.0	10.0	pseudo_transcript_0	0.088017906503961	0.03156869092710923	10.0	10.0	pseudo_transcript_0	0.8137967934353676	-0.006489456432550352	10.0	10.0	pseudo_transcript_0	0.26627464330986295	0.04430345083459542	0.6531766666666666	0.7196887940382543	10.0	10.0	pseudo_transcript_0	0.5519963232482425	-0.037460391926049136	10.0	10.0	pseudo_transcript_0	0.7245337865512758	-0.07407481408383888	10.0	10.0	pseudo_transcript_0	0.894238878937019	-0.09559016821605844	1.10774	0.7196887940382543	10.0	10.0
pseudo_1057	pseudo_transcript_0	0.12765712251285613	-0.2404500265194893	10.0	10.0	pseudo_transcript_0	0.7219422210108115	-0.08191591313177383	10.0	10.0	pseudo_transcript_0	0.3391342529226141	-0.07659233768902389	0.5922533333333333	0.9878526855156953	10.0	10.0	pseudo_transcript_0	0.28504251735017794	-0.09714717950017417	10.0	10.0	pseudo_transcript_0	0.12388870649900557	-0.26450050385360857	10.0	10.0	pseudo_transcript_0	0.044852166976178845	-0.15436431132853634	0.6383833333333333	0.9878526855156953	10.0	10.0	pseudo_transcript_0	0.23393503101001878	-0.11904721346508977	10.0	10.0	pseudo_transcript_0	0.11021430667773492	-0.09665632463743501	10.0	10.0	pseudo_transcript_0	0.05620151709474743	-0.16231253540199023	0.11864666666666661	0.9878526855156953	10.0	10.0
pseudo_1058	pseudo_transcript_0	0.6312578220639324	-0.08006693925640329	10.0	10.0	pseudo_transcript_0	0.6549847288576763	0.07217569234691178	10.0	10.0	pseudo_transcript_0	0.9537141568326967	-0.04046010134326962	0.5901766666666667	0.839701855843002	10.0	10.0	pseudo_transcript_0	0.8700270042737103	-0.176185639736392	10.0	10.0	pseudo_transcript_0	0.8058346199429439	-0.15656130706491356	10.0	10.0	pseudo_transcript_0	0.672930150884445	-0.05710926939778582	0.47814000000000006	0.839701855843002	10.0	10.0	pseudo_transcript_0	0.8155158165372846	-0.04429526031912303	10.0	10.0	pseudo_transcript_0	0.9994129868505985	0.018120338434063035	10.0	10.0	pseudo_transcript_0	0.9567624666372746	-0.03343279119275131	0.9671033333333333	0.839701855843002	10.0	10.0
pseudo_1059	pseudo_transcript_0	0.7201044533367087	-0.07626601297742225	10.0	10.0	pseudo_transcript_0	0.9222598354233604	-0.08131854880256556	10.0	10.0	pseudo_transcript_0	0.9081662594694202	-0.10760023503120804	-0.15788333333333335	0.35680283049318107	10.0	10.0	pseudo_transcript_0	0.92342523773104	-0.1528306364598361	10.0	10.0	pseudo_transcript_0	0.685998633967105	-0.06870048359278835	10.0	10.0	pseudo_transcript_0	0.8927570554707753	-0.051545831880581296	0.046816666666666694	0.35680283049318107	10.0	10.0	pseudo_transcript_0	0.7925939378964286	-0.13814728495946663	10.0	10.0	pseudo_transcript_0	0.34370947383377093	-0.08510343682612008	10.0	10.0	pseudo_transcript_0	0.5568867291536848	0.0008245744693871256	-0.3755566666666667	0.35680283049318107	10.0	10.0
pseudo_106	pseudo_transcript_0	0.016339100111440488	-0.28562747042047204	10.0	10.0	pseudo_transcript_0	0.16618436095253275	-0.03493122895764803	10.0	10.0	pseudo_transcript_0	0.005322934919518573	-0.15436949851134832	0.051669999999999994	0.08668057407499778	10.0	10.0	pseudo_transcript_0	0.025370902228807488	-0.3528638175473606	10.0	10.0	pseudo_transcript_0	0.6370729086261897	-0.05477358389094936	10.0	10.0	pseudo_transcript_0	0.02850874696988073	-0.17880829726153635	0.11031333333333336	0.08668057407499778	10.0	10.0	pseudo_transcript_0	0.01784439921778611	-0.28892244203239825	9.0	9.0	pseudo_transcript_0	0.9888471123673155	-0.07355385780375938	10.0	10.0	pseudo_transcript_0	0.03158359189765204	-0.09926833302102095	-0.44509	0.08721525783949498	9.0	9.0
pseudo_1060	pseudo_transcript_0	0.4248851988953848	-0.15229815595887458	10.0	10.0	pseudo_transcript_0	0.7697036495451919	-0.0504870840016547	10.0	10.0	pseudo_transcript_0	0.4365255090252922	-0.14482364896801334	0.5062966666666666	0.43575917332502123	10.0	10.0	pseudo_transcript_0	0.9304210135236024	0.04105676523671187	10.0	10.0	pseudo_transcript_0	0.08268823907831616	0.12379414900917368	10.0	10.0	pseudo_transcript_0	0.3590413055633882	0.054837060238778594	0.7334333333333335	0.43575917332502123	10.0	10.0	pseudo_transcript_0	0.8758084783460611	-0.005131926146173578	10.0	10.0	pseudo_transcript_0	0.36200718051617076	0.1258402662434987	10.0	10.0	pseudo_transcript_0	0.5062344937997887	0.08165140718007996	1.1597966666666668	0.43575917332502123	10.0	10.0
pseudo_1061	pseudo_transcript_0	0.9585080595631443	-0.08399776129087295	10.0	10.0	pseudo_transcript_0	0.04292996603091485	-0.2109639481898682	10.0	10.0	pseudo_transcript_0	0.145533582984913	-0.17657674784830588	0.5235366666666667	0.0743873181415845	10.0	10.0	pseudo_transcript_0	0.6370729086261897	-0.09399173641991676	10.0	10.0	pseudo_transcript_0	0.026448260003397436	-0.22205959062883518	10.0	10.0	pseudo_transcript_0	0.11171345384598363	-0.19559902576078325	0.7361633333333333	0.0743873181415845	10.0	10.0	pseudo_transcript_0	0.6680268971122956	-0.08741402581544666	10.0	10.0	pseudo_transcript_0	0.19159040891163615	-0.16001440449974677	10.0	10.0	pseudo_transcript_0	0.30295439724253037	-0.14368552134670506	1.1475333333333333	0.0743873181415845	10.0	10.0
pseudo_1062	pseudo_transcript_0	0.9026053876436875	0.11199988353891804	10.0	10.0	pseudo_transcript_0	0.20041236742037338	-0.06623216052630165	10.0	10.0	pseudo_transcript_0	0.7160903440399631	0.02166302371170981	0.34221666666666667	0.07462314387241852	10.0	10.0	pseudo_transcript_0	0.8035633667140009	0.05559930422068864	10.0	10.0	pseudo_transcript_0	0.34801093680143524	-0.05956023363810176	10.0	10.0	pseudo_transcript_0	0.5531512193559791	-0.04786620265037769	-0.011416666666666705	0.07462314387241852	10.0	10.0	pseudo_transcript_0	0.6820996211250119	-0.10961470258175654	10.0	10.0	pseudo_transcript_0	0.1871251478751903	-0.027168851833121805	10.0	10.0	pseudo_transcript_0	0.45721651038905164	-0.08679180827965532	0.9310966666666666	0.07462314387241852	10.0	10.0
pseudo_1063	pseudo_transcript_0	0.3740907983620254	0.06729459631381839	10.0	10.0	pseudo_transcript_0	0.5391221484314903	0.11993447588407546	10.0	10.0	pseudo_transcript_0	0.1715239968302048	0.07646514671693627	0.15276333333333328	0.08275430949635806	10.0	10.0	pseudo_transcript_0	0.09448584224465763	0.14977978283069304	10.0	10.0	pseudo_transcript_0	0.20772965954856348	-0.13870975358587176	10.0	10.0	pseudo_transcript_0	0.7936845539825945	0.013680453646583273	0.7370133333333334	0.08301149670802144	10.0	10.0	pseudo_transcript_0	0.0068765246945102975	0.15341830868213083	10.0	10.0	pseudo_transcript_0	0.7168245214949788	-0.07093923168278066	10.0	10.0	pseudo_transcript_0	0.1288098150122385	0.0505484181014614	1.2120666666666666	0.0824977684613037	10.0	10.0
pseudo_1064	pseudo_transcript_0	0.27011296953926245	-0.0879661029221283	10.0	10.0	pseudo_transcript_0	0.3302184457447852	0.04439269489650608	10.0	10.0	pseudo_transcript_0	0.6418734960056318	0.027569018571002246	0.1526100000000001	0.7121092866505078	10.0	10.0	pseudo_transcript_0	0.8046987872888962	-0.015625999199073426	10.0	10.0	pseudo_transcript_0	0.594752288885958	0.14550848727950483	10.0	10.0	pseudo_transcript_0	0.9488961495765766	0.02980245493445563	0.29828666666666664	0.7110287973641496	10.0	10.0	pseudo_transcript_0	0.4063637119976158	-0.09224513363700056	10.0	10.0	pseudo_transcript_0	0.5497506511640057	0.014313242463248962	10.0	10.0	pseudo_transcript_0	0.8567797004625489	-0.06961987340333546	0.9564966666666667	0.714271998184826	10.0	10.0
pseudo_1065	pseudo_transcript_0	0.24606605046393026	0.10650572679654728	10.0	10.0	pseudo_transcript_0	0.7285467144500414	-0.0043154372001207725	10.0	10.0	pseudo_transcript_0	0.20501206358377955	0.0372062078915381	-0.15658333333333332	0.35680283049318107	10.0	10.0	pseudo_transcript_0	0.5275497419993079	0.040050592151290476	10.0	10.0	pseudo_transcript_0	0.5199057930044801	0.0787691212813085	10.0	10.0	pseudo_transcript_0	0.2669088901883393	-0.028951787951094477	0.020016666666666665	0.35680283049318107	10.0	10.0	pseudo_transcript_0	0.6864523130646507	-0.05857568965824431	10.0	10.0	pseudo_transcript_0	0.66798139820546	-0.02881673955400944	10.0	10.0	pseudo_transcript_0	0.888368115211156	-0.07588258209802279	0.6808233333333332	0.3575600378080188	10.0	10.0
pseudo_1066	pseudo_transcript_0	0.8226454943013116	-0.14931597270074337	9.0	9.0	pseudo_transcript_0	0.36560198499904883	-0.041945457638641215	9.0	9.0	pseudo_transcript_0	0.4816284954630945	-0.0848089975895926	0.37552666666666673	0.49052470959821726	9.0	9.0	pseudo_transcript_0	0.45795790171811457	-0.19240746802099348	9.0	9.0	pseudo_transcript_0	0.9020617081117255	-0.1608774441270722	9.0	9.0	pseudo_transcript_0	0.25462585466142207	-0.12654732792412757	0.5618666666666666	0.49143734711803533	9.0	9.0	pseudo_transcript_0	0.1470446718813809	-0.19355580618838628	9.0	9.0	pseudo_transcript_0	0.10268313492689234	-0.03625455925454577	9.0	9.0	pseudo_transcript_0	0.0377490864222496	-0.06970097919148785	0.8575900000000001	0.4887021713874339	9.0	9.0
pseudo_1067	pseudo_transcript_0	0.9753362335127582	0.0943898642385382	9.0	9.0	pseudo_transcript_0	0.4186457539313704	-0.16651878465663106	9.0	9.0	pseudo_transcript_0	0.730776322381841	0.00093786781533813	0.44959333333333334	0.6735910098041191	9.0	9.0	pseudo_transcript_0	0.6296866146178609	-0.05045965062065597	9.0	9.0	pseudo_transcript_0	0.2293878529062353	-0.22988673939643126	9.0	9.0	pseudo_transcript_0	0.330606850524392	-0.14508539492596365	0.5316733333333333	0.6746500483028607	9.0	9.0	pseudo_transcript_0	0.676530817828044	-0.05492822395447986	9.0	9.0	pseudo_transcript_0	0.2245642187208413	-0.10386144926711101	9.0	9.0	pseudo_transcript_0	0.30551265201867683	-0.09308003353634124	0.8780466666666666	0.6725326179424098	9.0	9.0
pseudo_1068	pseudo_transcript_0	0.7846079019736693	-0.05133933611122613	10.0	10.0	pseudo_transcript_0	0.07987041107929761	-0.06184645123759926	9.0	9.0	pseudo_transcript_0	0.47777506459912167	-0.0668971601840969	0.6123	0.26389847435706815	9.0	9.0	pseudo_transcript_0	0.4689416626797742	-0.13200192899931662	10.0	10.0	pseudo_transcript_0	0.16382316007025421	-0.13466588698289172	9.0	9.0	pseudo_transcript_0	0.3559239600850824	-0.1110227767782599	1.4288999999999998	0.26389847435706815	9.0	9.0	pseudo_transcript_0	0.7617866915928253	0.014185109787948527	9.0	9.0	pseudo_transcript_0	0.17030079354433125	-0.13597223664963412	9.0	9.0	pseudo_transcript_0	0.48860897558155847	-0.08084375395011668	1.0261966666666666	0.26389847435706815	9.0	9.0
pseudo_1069	pseudo_transcript_0	0.026851816869268085	-0.2966201160766395	10.0	10.0	pseudo_transcript_0	0.6111151230545064	-0.27512156725026377	10.0	10.0	pseudo_transcript_0	0.05395673689740352	-0.2205797402867015	0.41703666666666667	0.29214659530096765	10.0	10.0	pseudo_transcript_0	0.47164835017624884	-0.10530353883228462	10.0	10.0	pseudo_transcript_0	0.5906930632034018	-0.0710288890191859	10.0	10.0	pseudo_transcript_0	0.5912293390305785	-0.1598296712651334	0.5031599999999999	0.29214659530096765	10.0	10.0	pseudo_transcript_0	0.4130953141074962	-0.1230448359233371	10.0	10.0	pseudo_transcript_0	0.9068773292933496	-0.06196532063556585	10.0	10.0	pseudo_transcript_0	0.5699250042390758	-0.06539696571519318	0.8922933333333334	0.29214659530096765	10.0	10.0
pseudo_107	pseudo_transcript_0	0.8829074047152096	0.008038318875096567	10.0	10.0	pseudo_transcript_0	0.06455997664376488	-0.14253847689552654	10.0	10.0	pseudo_transcript_0	0.4002022106459058	-0.14508635155257732	0.59216	0.11382685875541029	10.0	10.0	pseudo_transcript_0	0.24069498749266816	0.024033683897378696	10.0	10.0	pseudo_transcript_0	0.04916489163490163	-0.13209923729249806	10.0	10.0	pseudo_transcript_0	0.7880096716716959	-0.06229539756400381	0.70439	0.11382685875541029	10.0	10.0	pseudo_transcript_0	0.14843553594824077	-0.022539938101824985	10.0	10.0	pseudo_transcript_0	0.17372508028794575	-0.03510968536892652	10.0	10.0	pseudo_transcript_0	0.8614462762487383	-0.05923557311342009	0.8897700000000001	0.11382685875541029	10.0	10.0
pseudo_1070	pseudo_transcript_0	0.2726674622393942	-0.23543814329112892	10.0	10.0	pseudo_transcript_0	0.6752410057006648	0.04799682533555302	10.0	10.0	pseudo_transcript_0	0.45139394259435417	-0.049355758476754406	-0.05404333333333333	0.34408517791468307	10.0	10.0	pseudo_transcript_0	0.54495569219797	-0.19420870620368746	10.0	10.0	pseudo_transcript_0	0.9561141208537977	-0.1189382924012332	10.0	10.0	pseudo_transcript_0	0.6675615846736891	-0.07581269519557564	0.3461966666666667	0.3433462022881727	10.0	10.0	pseudo_transcript_0	0.3963899850611353	-0.13295353650992314	10.0	10.0	pseudo_transcript_0	0.6690525861048287	-0.09674825371832507	10.0	10.0	pseudo_transcript_0	0.782901414995618	-0.07396057073494942	0.9038366666666665	0.34556617244513266	10.0	10.0
pseudo_1071	pseudo_transcript_0	0.1378521245253509	0.23396349888410528	10.0	10.0	pseudo_transcript_0	0.3353460239583368	-0.16618251602814701	10.0	10.0	pseudo_transcript_0	0.48932912866267797	0.04805503207885145	-0.12089333333333334	0.8419695261853336	10.0	10.0	pseudo_transcript_0	0.11825641597855184	0.17640403293185047	10.0	10.0	pseudo_transcript_0	0.6486395245174486	-0.03692864543737824	10.0	10.0	pseudo_transcript_0	0.08865845251563631	-0.02969102297676382	0.20418666666666666	0.8419695261853336	10.0	10.0	pseudo_transcript_0	0.2649647070651514	-0.04651142588552996	10.0	10.0	pseudo_transcript_0	0.5322208566473366	-0.02969426936030874	10.0	10.0	pseudo_transcript_0	0.2573778879133849	0.01924629682676297	0.04905666666666667	0.8419695261853336	10.0	10.0
pseudo_1072	pseudo_transcript_0	0.8026872256960068	-0.1504697646863945	10.0	10.0	pseudo_transcript_0	0.4599817315193766	0.15883160912312763	10.0	10.0	pseudo_transcript_0	0.7106106173996539	-0.05504692711700294	0.13901999999999998	0.8036123257178098	10.0	10.0	pseudo_transcript_0	0.29915686919539675	-0.3192724856278103	10.0	10.0	pseudo_transcript_0	0.2625339268782837	0.040672790464672114	10.0	10.0	pseudo_transcript_0	0.7959575914307915	-0.13573697821686226	0.5017966666666668	0.8036123257178098	10.0	10.0	pseudo_transcript_0	0.1836062453501479	-0.2679879525185868	9.0	9.0	pseudo_transcript_0	0.318104284695059	-0.002682097325781128	10.0	10.0	pseudo_transcript_0	0.9388042043967648	-0.13094076880915842	-0.8111	0.8047342348890112	9.0	9.0
pseudo_1073	pseudo_transcript_0	0.0634423289990308	0.3091800776857066	10.0	10.0	pseudo_transcript_0	0.24187362834941906	-0.20516544000564071	10.0	10.0	pseudo_transcript_0	0.2877152454097781	0.04300455270512402	0.09174666666666664	0.3167183877004771	10.0	10.0	pseudo_transcript_0	0.8183553174837204	0.06770573748868493	10.0	10.0	pseudo_transcript_0	0.4311040370502276	-0.1014274676042047	10.0	10.0	pseudo_transcript_0	0.5700370894705753	-0.02671058504358588	0.6945233333333333	0.3167183877004771	10.0	10.0	pseudo_transcript_0	0.36501010558795954	-0.15575971374215855	10.0	10.0	pseudo_transcript_0	0.560601607207321	-0.0684503651307089	10.0	10.0	pseudo_transcript_0	0.16510731768220843	-0.07139627145221178	1.0100433333333334	0.31601804093989705	10.0	10.0
pseudo_1074	pseudo_transcript_0	0.04600984137537647	0.18446114726271068	10.0	10.0	pseudo_transcript_0	0.051934144068231144	-0.19418948917238663	10.0	10.0	pseudo_transcript_0	0.9139920606840447	-0.02820356266495981	-0.10431333333333336	0.2553192184664983	10.0	10.0	pseudo_transcript_0	0.08666018868024253	0.0851804899748168	10.0	10.0	pseudo_transcript_0	0.15354365413814886	-0.17153673193744887	10.0	10.0	pseudo_transcript_0	0.6127766598102051	-0.012813404036654999	0.07594999999999996	0.2553192184664983	10.0	10.0	pseudo_transcript_0	0.08722050756152672	0.05255044877138095	10.0	10.0	pseudo_transcript_0	0.7679782271644635	-0.030587121354428825	10.0	10.0	pseudo_transcript_0	0.137243834194939	-0.0027682142650608623	-0.13273000000000001	0.2553192184664983	10.0	10.0
